State,District,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual Total,Kharif,Rabi
Tamil Nadu, Villupuram,2009,3,0,23.8,0,20.5,44.4,65,121.1,121.6,73,437.5,148.7,1058.6,445.6,613
Tamil Nadu, Villupuram,2010,11.4,0,0,0,74.2,120.6,44.6,168.5,187.4,113.6,447.8,193.6,1361.7,708.9,652.8
Tamil Nadu, Virudunagar,2004,8.8,6,8,59.1,49.4,14.2,40.3,3.8,135.6,156.4,152.7,9.2,643.5,399.7,243.8
Tamil Nadu, Virudunagar,2005,0.6,0,43.2,138.1,50.8,1,28.2,64.3,41.9,256.9,225.2,143.5,993.7,443.1,550.6
Tamil Nadu, Virudunagar,2006,12.4,0,169.2,40.6,48.3,10.7,1.2,30.1,46.1,299.2,320.6,4.1,982.5,435.6,546.9
Tamil Nadu, Virudunagar,2007,10.8,0,0,102.6,43.4,37.7,9.6,54.4,22.6,231.5,130.8,151.8,795.2,399.2,396
Tamil Nadu, Virudunagar,2008,0.8,37.5,270,50.1,37.1,7.2,40.4,108.1,19.8,338.4,139.6,21.4,1070.4,551,519.4
Tamil Nadu, Virudunagar,2009,2.2,0,35.3,39.8,49.3,1.7,0,16.5,60.1,38.8,264.1,28.2,536,166.4,369.6
Tamil Nadu, Virudunagar,2010,0.1,0,0,20.6,73.1,44,21.6,43.8,97.9,173.5,305,77.3,856.9,453.9,403
Tripura,North Tripura,2004,1.1,0.8,3.1,694.5,305.1,385.8,767.1,298.9,409.4,67.3,0,0.2,2933.3,2233.6,699.7
Tripura,North Tripura,2005,0,120.7,283.7,195.4,717,223,537,234.2,250.5,201.1,0.8,1.2,2764.6,2162.8,601.8
Tripura,North Tripura,2006,0,0,4.6,257.2,476.7,729.2,254,323.4,160.9,39.2,8.8,0.7,2254.7,1983.4,271.3
Tripura,North Tripura,2007,0,90.8,79.6,349.9,325.7,590,368,322.3,390.8,151.2,85.7,0,2754,2148,606
Tripura,North Tripura,2008,19.9,21.8,47.3,83.5,198.5,326.7,234.5,383.5,257.3,331.7,0,0,1904.7,1732.2,172.5
Tripura,North Tripura,2009,0,5.3,28,243.4,469.7,282.4,258.2,393.1,279.4,148.2,13.6,0,2121.3,1831,290.3
Tripura,North Tripura,2010,0,3.4,132.2,474.1,664.7,541.2,363.6,369.6,335.1,200.5,4.2,43.1,3131.7,2474.7,657
Tripura,South Tripura,2004,0,1.1,1.9,404.4,249.3,591.8,396,182.9,545,263.3,0,0,2635.7,2228.3,407.4
Tripura,South Tripura,2005,N.A.,0,198,153.3,272.4,187.8,389.2,498.1,340.8,165.1,1.5,1.7,N.A.,1853.4,354.5
Tripura,South Tripura,2006,0,0,0,87.1,487.7,375.9,355.5,196.9,292.3,12.8,6.7,0,1814.9,1721.1,93.8
Tripura,South Tripura,2007,0,70.2,12.5,154.3,127.5,625.5,967.5,353.7,571.1,309.7,78.3,0,3270.3,2955,315.3
Tripura,South Tripura,2008,28.8,4,37.3,7.5,267.5,380,527.8,379.6,159.5,288,0,0,2080,2002.4,77.6
Tripura,South Tripura,2009,0,4,8.4,119.6,421.6,306.9,673.2,345.9,163.5,261.1,10.1,0,2314.3,2172.2,142.1
Tripura,South Tripura,2010,0,28,56.1,36,295.1,500.9,240.5,217.5,164.9,323.7,0.1,14.4,1877.2,1742.6,134.6
Tripura,West Tripura,2004,4,5.8,8.5,183.6,171.4,693.8,397.8,182.7,520.6,150.7,0,0,2318.9,2117,201.9
Tripura,West Tripura,2005,N.A.,5.8,199.4,99.8,317.1,166.5,317.7,403.3,286.8,200.9,0,0.6,N.A.,1692.3,305.6
Tripura,West Tripura,2006,0,0,0,184.7,574.1,395.5,158.5,291.2,254.9,93.9,2,0,1954.8,1768.1,186.7
Tripura,West Tripura,2007,0,39.4,20.8,339.6,285,631.1,694.9,214.4,265.9,239.9,104.8,0,2835.8,2331.2,504.6
Tripura,West Tripura,2008,40.8,21.1,56.1,24,215.3,234.8,352.5,302.4,152.7,198.1,0,0.1,1597.9,1455.8,142.1
Tripura,West Tripura,2009,0,3.2,2,46.1,284.2,281.1,499.5,379.4,214.2,113.6,39.1,0,1862.4,1772,90.4
Tripura,West Tripura,2010,0,7.9,98.1,134.8,377.1,455.8,160.4,195.1,224.1,279.3,5.3,34.3,1972.2,1691.8,280.4
Uttarakhand,Almora,2004,43.1,6.6,0,81.3,68.6,266.3,266.2,354.3,150.4,77.4,1.6,1,1316.8,1183.2,133.6
Uttarakhand,Almora,2005,72.8,38.7,17.9,1.1,24.1,54.1,488.8,79.7,389,22.1,0,4,1192.3,1057.8,134.5
Uttarakhand,Almora,2006,5.1,1.8,41.6,21.3,115.6,112.7,267.2,276.1,55.5,3.2,0.3,5.3,905.7,830.3,75.4
Uttarakhand,Almora,2007,4.2,135.8,117.9,30.5,90.2,192.4,171.2,280.9,245.4,4,N.A.,N.A.,N.A.,984.1,288.4
Uttarakhand,Almora,2008,N.A.,N.A.,N.A.,N.A.,N.A.,10.2,251,247.7,144.6,0,10,7,N.A.,653.5,17
Uttarakhand,Almora,2009,3,0,N.A.,40,52,13.3,142.2,149.7,166.9,16,10.9,0,N.A.,540.1,53.9
Uttarakhand,Almora,2010,12,68.2,0,7.3,44.3,72.6,368.7,348.2,480.8,12.3,0,14.5,1428.9,1326.9,102
Uttarakhand, Chamoli,2004,11,0,0,0,26.2,93.1,407.2,383.3,86.6,36.4,0,0,1043.8,1032.8,11
Uttarakhand, Chamoli,2005,0,67.4,44.4,N.A.,0,130.4,491.9,242.6,339.8,54.5,0,0,N.A.,1259.2,111.8
Uttarakhand, Chamoli,2006,9.5,0,N.A.,N.A.,N.A.,90.2,359.3,344.4,78.2,2.6,0,N.A.,N.A.,874.7,9.5
Uttarakhand, Chamoli,2007,N.A.,31.3,N.A.,16,62.4,214.4,415.3,154.9,235,15.6,N.A.,N.A.,N.A.,1097.6,47.3
Uttarakhand, Chamoli,2008,N.A.,N.A.,N.A.,4.8,N.A.,163.8,354,273.2,87.2,31.3,15.3,13,N.A.,909.5,33.1
Uttarakhand, Chamoli,2009,N.A.,N.A.,N.A.,N.A.,N.A.,32.2,232.2,124.5,131.6,35.6,6.6,0,N.A.,556.1,6.6
Uttarakhand, Chamoli,2010,0,33.5,17.8,27.7,63.9,121.8,438.9,472.1,437.7,5.2,1.5,8.7,1628.8,1539.6,89.2
Uttarakhand, Champawat,2004,N.A.,N.A.,N.A.,N.A.,N.A.,120.8,808.2,357.8,233.5,40.7,N.A.,N.A.,N.A.,1561,0
Uttarakhand, Champawat,2005,N.A.,N.A.,N.A.,N.A.,N.A.,51.3,355.8,310.4,443.9,2,N.A.,N.A.,N.A.,1163.4,0
Uttarakhand, Champawat,2006,N.A.,N.A.,N.A.,N.A.,N.A.,166.6,415.4,215,162.8,0,N.A.,N.A.,N.A.,959.8,0
Uttarakhand, Champawat,2007,N.A.,N.A.,N.A.,N.A.,N.A.,197,503,745.4,306.9,0,N.A.,N.A.,N.A.,1752.3,0
Uttarakhand, Champawat,2008,N.A.,N.A.,N.A.,N.A.,N.A.,222.2,563.1,532,431,118.2,N.A.,N.A.,N.A.,1866.5,0
Uttarakhand, Champawat,2009,N.A.,N.A.,N.A.,N.A.,N.A.,205.4,462.1,790.4,186.8,501,0,0,N.A.,2145.7,0
Uttarakhand, Champawat,2010,N.A.,11,0,4,72,83.8,810.1,791,490.5,1.5,1,11,N.A.,2248.9,27
Uttarakhand, Dehradun,2004,82.6,21.8,0,21.4,99.4,359.2,694.7,514.9,159.4,62.8,0,1.5,2017.7,1890.4,127.3
Uttarakhand, Dehradun,2005,33,75.4,61,0.3,21.9,95.4,757.8,640.5,412.6,5.2,0,0.6,2103.7,1933.4,170.3
Uttarakhand, Dehradun,2006,17.9,2.4,137.5,14.8,165,139.3,540.6,478.3,195.7,16.6,1.7,25.2,1735,1535.5,199.5
Uttarakhand, Dehradun,2007,0.4,111.4,96.1,15.6,16.8,79.2,860,943.5,801,10.6,0,5.9,2940.5,2711.1,229.4
Uttarakhand, Dehradun,2008,13.1,21.8,2.6,76.1,51.8,588.9,689,736.4,159.9,32.9,10.5,0,2383,2258.9,124.1
Uttarakhand, Dehradun,2009,5,39.5,2.6,18.8,43.6,74.5,437.4,453.9,273.2,168.7,2,0,1519.2,1451.3,67.9
Uttarakhand, Dehradun,2010,14.5,54.5,2,5,49.1,129.4,777.4,894,799.5,11.7,17.8,26.2,2781.1,2661.1,120
Uttarakhand, Garhwal Pauri,2004,80.4,0,0,68.3,66.8,155.6,680.6,632.2,367.6,212.8,0,0,2264.3,2115.6,148.7
Uttarakhand, Garhwal Pauri,2005,70.7,85.6,38.9,0,7.4,180.5,1131.5,457,712.1,28.9,0,0,2712.6,2517.4,195.2
Uttarakhand, Garhwal Pauri,2006,12,0,11.1,16.5,267.5,212.4,572.6,632.6,121.1,0,0,11.3,1857.1,1806.2,50.9
Uttarakhand, Garhwal Pauri,2007,0,231.2,87.4,6.5,24,387,601.7,1115.5,245.6,22,N.A.,N.A.,N.A.,2395.8,325.1
Uttarakhand, Garhwal Pauri,2008,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,324.6,276.6,47,79,0.4,0,N.A.,727.2,0.4
Uttarakhand, Garhwal Pauri,2009,N.A.,N.A.,N.A.,N.A.,N.A.,44.2,300.7,245,101,15.1,0.1,12.6,N.A.,706,12.7
Uttarakhand, Garhwal Pauri,2010,1.2,35.1,0,2.2,41.4,92,496.3,484,382.9,11.5,0,24,1570.6,1508.1,62.5
Uttarakhand, Garhwal Tehri,2004,58,11.5,0,39.4,31.4,69.2,238.2,244.9,111.1,44.8,0,2.8,851.3,739.6,111.7
Uttarakhand, Garhwal Tehri,2005,45.2,125.4,55.7,0,36,101.4,306,47.1,318.4,7.3,0.5,2.6,1045.6,816.2,229.4
Uttarakhand, Garhwal Tehri,2006,43.8,3,72.3,18.5,80.3,110.1,214.1,237.6,19.1,52,0,40.4,891.2,713.2,178
Uttarakhand, Garhwal Tehri,2007,0.3,151.3,111.7,21.9,45.2,32.8,209.7,246.2,93.5,6.8,0,19,938.4,634.2,304.2
Uttarakhand, Garhwal Tehri,2008,23.7,8,13.6,68.1,62.6,175.5,278.2,279.1,80.4,10.9,12,0.7,1012.8,886.7,126.1
Uttarakhand, Garhwal Tehri,2009,8.2,39.6,2,21.6,36.1,21.8,108.7,40.9,133.7,70.7,0.2,0,483.5,411.9,71.6
Uttarakhand, Garhwal Tehri,2010,13.9,80.5,2,14.5,78.4,96,400.2,290.2,444.6,16.1,20.5,38,1494.9,1325.5,169.4
Uttarakhand, Hardwar,2004,N.A.,N.A.,N.A.,0,12,15.1,201.7,215.9,44.3,100.4,0,0,N.A.,589.4,0
Uttarakhand, Hardwar,2005,0,6,21,0,10,110.1,428.8,343.3,439.8,9.9,0,N.A.,N.A.,1341.9,27
Uttarakhand, Hardwar,2006,N.A.,N.A.,N.A.,N.A.,N.A.,48.1,287.3,127.9,45.4,0,N.A.,N.A.,N.A.,508.7,0
Uttarakhand, Hardwar,2007,N.A.,N.A.,N.A.,N.A.,22.3,142.4,360.8,720.3,170.9,0,N.A.,N.A.,N.A.,1416.7,0
Uttarakhand, Hardwar,2008,N.A.,N.A.,N.A.,20.3,19.6,440.1,453.3,479.2,191.4,28.8,N.A.,N.A.,N.A.,1612.4,20.3
Uttarakhand, Hardwar,2009,N.A.,N.A.,0.3,0,17.2,67.3,315,257.2,222.7,13.1,0,0,N.A.,892.5,0.3
Uttarakhand, Hardwar,2010,1.1,43.8,0,0,35.3,39.9,551.2,283.3,456.1,16,0,14.5,1441.2,1381.8,59.4
Uttarakhand, Nainital,2004,28.1,4.7,0,27.5,70.8,146.4,260.4,384.5,138.7,71.6,0,0,1132.7,1072.4,60.3
Uttarakhand, Nainital,2005,46.9,71.4,27.1,24.8,33.5,67.9,467.3,292.2,404,14.5,0,7.9,1457.5,1279.4,178.1
Uttarakhand, Nainital,2006,4.4,0.3,62.3,10.8,102.3,108.4,295,317.4,88.4,15.9,4.3,13.4,1022.9,927.4,95.5
Uttarakhand, Nainital,2007,N.A.,152.7,121.6,33.7,71.7,198.4,262.8,420.5,259.1,11.7,0,2.2,N.A.,1224.2,310.2
Uttarakhand, Nainital,2008,10.2,4.5,0.9,22.3,38.5,333.6,495.9,527,353.1,11.5,4.7,0,1802.2,1759.6,42.6
Uttarakhand, Nainital,2009,0.6,14.3,3.2,22.2,51.4,62.6,226.2,493.7,301,194.1,24.7,2.8,1396.8,1329,67.8
Uttarakhand, Nainital,2010,7.2,49.8,0.2,5.5,57.7,120.3,819,703.4,702.5,3.1,8.9,19.7,2497.3,2406,91.3
Uttarakhand, Pithoragarh,2004,N.A.,N.A.,N.A.,12.8,138.7,N.A.,661,428.3,48,N.A.,0,N.A.,N.A.,1276,12.8
Uttarakhand, Pithoragarh,2005,15,130,0,0,N.A.,0,185.2,100,144.5,N.A.,N.A.,N.A.,N.A.,429.7,145
Uttarakhand, Pithoragarh,2006,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,177.5,268.5,125.6,0,N.A.,N.A.,N.A.,571.6,0
Uttarakhand, Pithoragarh,2007,11.9,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,11.9
Uttarakhand, Pithoragarh,2008,N.A.,N.A.,N.A.,N.A.,N.A.,26,377.4,242.9,136.9,6.8,5.2,0,N.A.,790,5.2
Uttarakhand, Pithoragarh,2009,2.5,N.A.,N.A.,N.A.,2.5,34.3,445.1,555.7,282.6,144,13.8,1.7,N.A.,1464.2,18
Uttarakhand, Pithoragarh,2010,5.9,64.9,3.4,16.5,70.6,72.1,514,416,485,12.3,1.8,16,1678.5,1570,108.5
Uttarakhand, Rudraprayag,2004,N.A.,N.A.,N.A.,N.A.,0,0.2,320.7,400,107.6,72.2,N.A.,N.A.,N.A.,900.7,0
Uttarakhand, Rudraprayag,2005,N.A.,N.A.,N.A.,N.A.,N.A.,183.1,512.3,56.2,217.2,6.9,N.A.,N.A.,N.A.,975.7,0
Uttarakhand, Rudraprayag,2006,N.A.,N.A.,N.A.,N.A.,N.A.,89.2,341.2,167.6,53.3,0,N.A.,N.A.,N.A.,651.3,0
Uttarakhand, Rudraprayag,2007,N.A.,N.A.,N.A.,N.A.,N.A.,110.7,154.3,254,157,1.8,N.A.,N.A.,N.A.,677.8,0
Uttarakhand, Rudraprayag,2008,N.A.,N.A.,N.A.,N.A.,N.A.,148.9,295.5,351.2,205,4,6,0.6,N.A.,1004.6,6.6
Uttarakhand, Rudraprayag,2009,N.A.,N.A.,N.A.,N.A.,N.A.,17.8,204.1,171.7,109.1,36.6,11.8,0,N.A.,539.3,11.8
Uttarakhand, Rudraprayag,2010,20,26.5,3.2,7.2,47.5,166.6,577.2,488.3,448.8,12.1,1.2,25,1823.6,1740.5,83.1
Uttarakhand, Udham Singh Nagar,2004,14,0,0,33,111.8,75.2,560,586.5,500,60,0,0,1940.5,1893.5,47
Uttarakhand, Udham Singh Nagar,2005,80,70.2,41,0,55,263,659,547,743,0,0,0,2458.2,2267,191.2
Uttarakhand, Udham Singh Nagar,2006,0,0,N.A.,N.A.,304.5,191,327,540,279,21,0,58,N.A.,1662.5,58
Uttarakhand, Udham Singh Nagar,2007,9,180.5,132.5,0,71,245,522.7,793,N.A.,16,N.A.,N.A.,N.A.,1647.7,322
Uttarakhand, Udham Singh Nagar,2008,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,562,N.A.,N.A.,70,N.A.,N.A.,N.A.,632,0
Uttarakhand, Udham Singh Nagar,2009,N.A.,N.A.,N.A.,N.A.,N.A.,0,119.1,201.3,112.6,67,3.4,1.6,N.A.,500,5
Uttarakhand, Udham Singh Nagar,2010,0.5,42.4,0,0,90,7,748.5,497.9,604.6,1.6,0.1,0,1992.6,1949.6,43
Uttarakhand, Uttarkashi,2004,N.A.,N.A.,N.A.,N.A.,N.A.,228.3,827.5,1115.9,158.3,68.4,N.A.,N.A.,N.A.,2398.4,0
Uttarakhand, Uttarkashi,2005,N.A.,N.A.,N.A.,N.A.,N.A.,49.9,655.2,331.9,374.6,1.4,14.5,N.A.,N.A.,1413,14.5
Uttarakhand, Uttarkashi,2006,N.A.,N.A.,N.A.,N.A.,164.2,49.9,845.6,385.3,75.7,0,N.A.,N.A.,N.A.,1520.7,0
Uttarakhand, Uttarkashi,2007,N.A.,N.A.,93.4,N.A.,N.A.,310.8,919.2,791.9,N.A.,9.8,N.A.,N.A.,N.A.,2031.7,93.4
Uttarakhand, Uttarkashi,2008,N.A.,N.A.,N.A.,N.A.,N.A.,298.3,455,398.2,164.4,17.8,N.A.,N.A.,N.A.,1333.7,0
Uttarakhand, Uttarkashi,2009,N.A.,N.A.,N.A.,N.A.,N.A.,197.3,541.2,339.3,230.8,30.6,6.8,1.8,N.A.,1339.2,8.6
Uttarakhand, Uttarkashi,2010,20.6,77.6,4.4,25,61.7,189.9,437.6,629.1,604.2,21.5,9,45.1,2125.7,1944,181.7
Uttar Pradesh,Agra,2004,21.6,0,0,4,10.5,26.7,91.6,160.9,56.2,60.8,0,0,432.3,406.7,25.6
Uttar Pradesh,Agra,2005,0,0,8.5,3,1,9.7,312.4,37.5,46.3,0,0,1,419.4,406.9,12.5
Uttar Pradesh,Agra,2006,0,0,1,0.1,7,20,190.8,63.5,29.8,3,0,0,315.2,314.1,1.1
Uttar Pradesh,Agra,2007,0,31.5,24.2,0,4.5,62.9,81.3,116.1,46.6,0,0,0.4,367.5,311.4,56.1
Uttar Pradesh,Agra,2008,0,0,0,14.1,22.2,116,173.2,162.7,56.6,0.3,0,0,545.1,531,14.1
Uttar Pradesh,Agra,2009,0,0,0,1.6,38,16.8,74.1,76.7,84.4,62.6,14.8,2,371,352.6,18.4
Uttar Pradesh,Agra,2010,1.3,8.6,0,0,0,13.5,98.2,119.7,146.7,1.5,27.8,1.7,419,379.6,39.4
Uttar Pradesh, Aligarh,2004,9.6,0,0,30.8,22.1,17.2,33.5,272.4,79.7,48.4,0,0,513.7,473.3,40.4
Uttar Pradesh, Aligarh,2005,11.5,21.8,26,9.8,7,16.7,465.2,38.3,178.9,0,0,0,775.2,706.1,69.1
Uttar Pradesh, Aligarh,2006,1.4,0,6,1.9,22.2,59.8,168.1,34.9,48.9,15,0,0.5,358.7,348.9,9.8
Uttar Pradesh, Aligarh,2007,3.6,53.6,46.2,0,6,86.4,168.8,145.9,12.2,0,N.A.,0,N.A.,419.3,103.4
Uttar Pradesh, Aligarh,2008,0,0,0,24,106.4,173.6,243.1,208,124.1,0,N.A.,N.A.,N.A.,855.2,24
Uttar Pradesh, Aligarh,2009,N.A.,N.A.,N.A.,N.A.,N.A.,0,61.5,137.2,34.9,19.1,20.5,11.1,284.3,252.7,31.6
Uttar Pradesh, Aligarh,2010,1.2,5.1,0,0,0,12.5,66.3,228.8,293.9,0,14.9,3.3,626,601.5,24.5
Uttar Pradesh, Allahabad,2004,25.9,0,0,15.5,9.9,215.2,163.2,195,102.1,2.2,0,0,729,687.6,41.4
Uttar Pradesh, Allahabad,2005,44.9,12.5,16.9,2.8,0,73.5,320.7,243.6,87.2,28.3,0,18.2,848.6,753.3,95.3
Uttar Pradesh, Allahabad,2006,0,0,24,23.5,6.2,62.5,456.1,237.6,47.4,39.5,0,0,896.8,849.3,47.5
Uttar Pradesh, Allahabad,2007,0.1,75.8,25.1,1.2,21.9,77,295.4,295.4,209.2,2.8,0,5.4,1009.3,901.7,107.6
Uttar Pradesh, Allahabad,2008,0.6,10,0,3.1,38.5,322.4,446.9,326.1,67.5,20.3,1.7,0,1237.1,1221.7,15.4
Uttar Pradesh, Allahabad,2009,0,0.5,14.4,3.2,26.8,3.1,172.7,64.8,177.8,33.6,15.9,6,518.8,478.8,40
Uttar Pradesh, Allahabad,2010,3.6,19.2,0,0.5,7.5,8.5,201.7,160.6,126.4,45.5,5.3,0,578.8,550.2,28.6
Uttar Pradesh, Ambedkar Nagar,2004,25.4,0,0,26.3,40.5,263.4,530.3,227.4,114.8,16.5,0,0,1244.6,1192.9,51.7
Uttar Pradesh, Ambedkar Nagar,2005,15.2,12.4,11.3,0,0,52.1,558.7,489.4,205.4,5.9,0,0,1350.4,1311.5,38.9
Uttar Pradesh, Ambedkar Nagar,2006,0,0,3.2,7,35.3,125.3,132.2,122.7,41.5,0,0,0,467.2,457,10.2
Uttar Pradesh, Ambedkar Nagar,2007,0,21.5,20.1,0,1,31.5,327.7,73.5,157.6,0,0,0,632.9,591.3,41.6
Uttar Pradesh, Ambedkar Nagar,2008,N.A.,N.A.,0,N.A.,N.A.,198.9,684.6,386.6,49.7,10,0,0,N.A.,1329.8,0
Uttar Pradesh, Ambedkar Nagar,2009,0,0,0,0,20.1,20.2,87.2,318.1,89.1,157,0,6.9,698.6,691.7,6.9
Uttar Pradesh, Ambedkar Nagar,2010,0,17.4,0,0,26.7,32,195.5,89.9,180.2,16,0,0,557.7,540.3,17.4
Uttar Pradesh, Auraiya,2004,N.A.,N.A.,N.A.,3.8,2,4,92.9,106.3,149.6,72,N.A.,N.A.,N.A.,426.8,3.8
Uttar Pradesh, Auraiya,2005,0,0,3.8,N.A.,N.A.,1.3,117.9,64.8,76.6,0,0,N.A.,N.A.,260.6,3.8
Uttar Pradesh, Auraiya,2006,N.A.,N.A.,0,N.A.,N.A.,36.6,207.9,34.1,60.1,0,N.A.,N.A.,N.A.,338.7,0
Uttar Pradesh, Auraiya,2007,N.A.,125,69,0,0,47.5,96.4,126.6,22,0,N.A.,N.A.,N.A.,292.5,194
Uttar Pradesh, Auraiya,2008,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,397,231.1,70.7,0,N.A.,N.A.,N.A.,698.8,0
Uttar Pradesh, Auraiya,2009,0,N.A.,N.A.,N.A.,N.A.,0,116.1,217,101.3,53,0.3,3.5,N.A.,487.4,3.8
Uttar Pradesh, Auraiya,2010,0.8,3.8,0,0,3.4,8.6,260,181.4,95.6,1.6,24,1.5,580.7,550.6,30.1
Uttar Pradesh, Azamgarh,2004,30.2,0,0,0,38.4,226.2,222.5,270.8,8,7,0,0,803.1,772.9,30.2
Uttar Pradesh, Azamgarh,2005,3.2,0,10.2,0,13.4,57.5,368.8,499.6,89.8,28,0,9.2,1079.7,1057.1,22.6
Uttar Pradesh, Azamgarh,2006,0,0,25,19,58.6,70.6,472.2,270.1,196.4,12.5,0,0,1124.4,1080.4,44
Uttar Pradesh, Azamgarh,2007,0,67.9,101.1,0,70.4,190.8,466.8,342.9,351.1,18.6,N.A.,N.A.,N.A.,1440.6,169
Uttar Pradesh, Azamgarh,2008,N.A.,N.A.,N.A.,N.A.,N.A.,271.2,281.5,311.5,68.5,0,N.A.,N.A.,N.A.,932.7,0
Uttar Pradesh, Azamgarh,2009,N.A.,N.A.,N.A.,N.A.,30.1,18,212,274.6,188.9,14.8,0,3,N.A.,738.4,3
Uttar Pradesh, Azamgarh,2010,6.6,4.5,0,0,5,44.6,162,263.7,334.5,17.3,6.9,0,845.1,827.1,18
Uttar Pradesh, Badaun,2004,65.8,0,0,0,0,87.9,118.2,69.3,43.6,42,0,N.A.,N.A.,361,65.8
Uttar Pradesh, Badaun,2005,4,N.A.,0,N.A.,0.7,94.1,345.2,96.5,272.2,0,0,N.A.,N.A.,808.7,4
Uttar Pradesh, Badaun,2006,0,N.A.,N.A.,6.5,50.7,98.6,325.5,113.8,49.5,0,1.6,0,N.A.,638.1,8.1
Uttar Pradesh, Badaun,2007,0,101.4,37.3,0,13.5,91.5,207.8,176.8,37.5,0,N.A.,N.A.,N.A.,527.1,138.7
Uttar Pradesh, Badaun,2008,N.A.,N.A.,N.A.,N.A.,43.7,193.2,430.8,350.7,87.9,3,0.6,0,N.A.,1109.3,0.6
Uttar Pradesh, Badaun,2009,0,0,N.A.,13.4,16,0,154.6,296.2,102.5,71,22.6,3.3,N.A.,640.3,39.3
Uttar Pradesh, Badaun,2010,1.6,8.6,1.6,0,1.6,2,219.3,269.8,230.1,0,12,13,759.6,722.8,36.8
Uttar Pradesh, Baghpat,2004,13,0,0,43,57,18.8,2,190.6,8.4,62,0,0,394.8,338.8,56
Uttar Pradesh, Baghpat,2005,13.4,62.6,15,0,4.6,64.7,214.7,18.4,321,0,0,N.A.,N.A.,623.4,91
Uttar Pradesh, Baghpat,2006,0.1,0,49.4,3,20.6,76.9,140.7,28,115.6,30,3,0,467.3,411.8,55.5
Uttar Pradesh, Baghpat,2007,2,74.5,75,0,12.2,139.6,132.6,55.4,121.2,0,N.A.,N.A.,N.A.,461,151.5
Uttar Pradesh, Baghpat,2008,0,0,0,13.4,131.6,153.5,199.8,288.8,61.4,0,6.2,N.A.,N.A.,835.1,19.6
Uttar Pradesh, Baghpat,2009,0,0,N.A.,N.A.,61.8,21,321.3,100.8,223.9,0,0,0,N.A.,728.8,0
Uttar Pradesh, Baghpat,2010,1.8,11.4,0,0,1.6,22.4,172.9,336.7,351.1,6.4,0,5,909.3,891.1,18.2
Uttar Pradesh, Bahraich,2004,49.2,0,0,12.4,78.6,237,396.8,132.2,220.6,72.3,0,0,1199.1,1137.5,61.6
Uttar Pradesh, Bahraich,2005,24.5,27.9,2,4.2,31.9,92.7,493.5,356,207.6,62,0,0.6,1302.9,1243.7,59.2
Uttar Pradesh, Bahraich,2006,0,0,19,2.9,74.6,186.2,376.5,230.9,25.6,23.9,1.1,12,952.7,917.7,35
Uttar Pradesh, Bahraich,2007,0,76.6,27.2,10.5,165.8,70.6,477.6,340.8,290.8,24.3,0,0.1,1484.3,1369.9,114.4
Uttar Pradesh, Bahraich,2008,5.8,5.6,0,21,23.5,209.2,369.9,268.8,331.6,34.1,0,0,1269.5,1237.1,32.4
Uttar Pradesh, Bahraich,2009,N.A.,1.4,0.2,0.2,144.9,100.3,235.1,349.1,170.2,214.2,1.2,1.8,N.A.,1213.8,4.8
Uttar Pradesh, Bahraich,2010,0,17.7,0,0,21.8,71.6,335.1,245,149.6,4.4,0.4,0,845.6,827.5,18.1
Uttar Pradesh, Ballia,2004,22,0,0,4.6,13.4,139.6,202.8,168.9,10.9,6.6,0,0,568.8,542.2,26.6
Uttar Pradesh, Ballia,2005,0.2,1.5,1.3,0,0.4,8.6,357.2,212.7,67.7,9.1,0,0,658.7,655.7,3
Uttar Pradesh, Ballia,2006,0,0,0,3.7,14.3,109.3,189.4,97.7,190.1,1.3,0,0,605.8,602.1,3.7
Uttar Pradesh, Ballia,2007,N.A.,3,9.9,0,0,53.9,303.1,231.2,170.4,5.5,N.A.,N.A.,N.A.,764.1,12.9
Uttar Pradesh, Ballia,2008,N.A.,N.A.,N.A.,N.A.,N.A.,380.3,409.6,337.4,65.2,17.9,N.A.,N.A.,N.A.,1210.4,0
Uttar Pradesh, Ballia,2009,0,N.A.,N.A.,N.A.,N.A.,23.2,86.8,109.8,61.4,9.7,0,0.5,N.A.,290.9,0.5
Uttar Pradesh, Ballia,2010,0,2.1,0,0,18,24.8,155.4,113.4,176.2,21.6,0,0,511.5,509.4,2.1
Uttar Pradesh, Balrampur,2004,24.2,0,0,0,22,176.4,458.1,135,101.7,66.7,0,0,984.1,959.9,24.2
Uttar Pradesh, Balrampur,2005,10.5,2.2,0.6,5.8,6,59.5,275.4,238.8,133.6,35,0,0,767.4,748.3,19.1
Uttar Pradesh, Balrampur,2006,0,0,18.8,1.2,9,181.1,322.1,238.9,98.8,10.7,0,3.4,884,860.6,23.4
Uttar Pradesh, Balrampur,2007,0,42.2,10.4,1,33.3,40.1,374.6,168.9,121.9,0,N.A.,N.A.,N.A.,738.8,53.6
